/begin_header 
/IOPs FlowThrough System onboard R/V Gaia Blu 
/DATE  = YYYYMMDD 
/TIME  = decimal hours [hh.decimals] 
/LAT   = degrees north [deg.decimals] 
/LON   = degrees east [deg.decimals] 
/FLOWIN = intake seawater flow (L/min) 
/FLOWOUT = outtake seawater flow (L/min) 
/TEMP1 = Seawater temperature laboratory  (Celsius degrees) [from TS sensor] 
/TEMP2 = Seawater temperature environment (Celsius degrees) [from TS sensor] 
/SAL = Seawater salinity ACS intake (psu) 
/C_???.? = Attenuation coefficient at lambda ???.?nm 
/A_???.? = Absorption  coefficient at lambda ???.?nm 
/INT_TEMP = ACs internal temperature (Celsius degrees) 
/EXT_TEMP = ACs external temperature (Celsius degrees) 
/TOT_DIS = Flag for acquisition mode (0 = total, 1 = dissolved) 
/end_header@
DATE,TIME,GPS_TIME,LAT,LON,FLOWIN,FLOWOUT,TEMP1,TEMP2,SAL,C_400.5,C_402.6,C_404.8,C_406.8,C_408.5,C_410.9,C_413.7,C_417.4,C_422.4,C_427.2,C_432.0,C_435.9,C_440.0,C_443.7,C_448.1,C_452.2,C_456.6,C_460.4,C_464.8,C_469.1,C_474.1,C_478.7,C_483.6,C_487.8,C_492.3,C_496.5,C_500.8,C_505.7,C_510.0,C_515.2,C_519.6,C_524.4,C_528.4,C_532.7,C_536.5,C_541.1,C_545.1,C_549.7,C_553.8,C_558.7,C_562.8,C_567.3,C_571.3,C_575.6,C_579.7,C_583.9,C_588.1,C_592.5,C_597.1,C_601.8,C_606.1,C_611.2,C_615.5,C_620.4,C_624.4,C_629.0,C_632.9,C_637.5,C_641.5,C_646.1,C_650.6,C_654.9,C_659.5,C_663.7,C_668.0,C_672.4,C_676.3,C_680.6,C_684.3,C_688.2,C_691.8,C_695.7,C_699.2,C_702.9,C_706.3,C_710.4,C_713.7,C_717.7,C_720.6,C_724.0,C_728.0,C_731.1,C_734.6,C_738.0,C_740.7,A_401.4,A_403.5,A_405.7,A_407.6,A_409.6,A_412.1,A_415.3,A_419.4,A_424.6,A_429.5,A_433.8,A_437.7,A_441.6,A_445.3,A_449.7,A_453.9,A_458.2,A_462.2,A_466.2,A_471.0,A_475.7,A_480.3,A_485.0,A_489.4,A_493.5,A_497.9,A_502.4,A_506.9,A_511.6,A_516.3,A_521.0,A_525.3,A_529.4,A_533.5,A_537.7,A_542.0,A_546.1,A_550.7,A_554.8,A_559.6,A_563.7,A_568.3,A_569.3,A_573.4,A_577.5,A_581.7,A_585.6,A_590.1,A_594.4,A_599.1,A_603.3,A_608.2,A_612.3,A_617.4,A_621.5,A_626.0,A_630.0,A_634.7,A_638.7,A_643.1,A_647.3,A_652.2,A_656.2,A_660.9,A_665.0,A_669.3,A_673.4,A_677.8,A_681.4,A_685.6,A_689.2,A_692.9,A_696.5,A_700.4,A_703.8,A_707.8,A_711.2,A_714.5,A_717.9,A_721.7,A_724.5,A_728.6,A_731.8,A_735.4,A_738.3,INT_TEMP,EXT_TEMP,TOT_DIS
20250723,18.189444,2025-07-23T18:11:42,44.032274,10.036429,0.000000,0.000000,26.114300,26.785900,0.544900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
20250723,18.190556,2025-07-23T18:11:46,44.032275,10.036429,0.000000,0.000000,26.114300,26.786300,0.544400,0.768509,0.758525,0.769653,0.748907,0.742231,0.728814,0.714333,0.699201,0.682020,0.666903,0.654495,0.638164,0.628274,0.621060,0.608619,0.599695,0.589976,0.582006,0.571503,0.562815,0.554517,0.545837,0.537789,0.530750,0.522170,0.515256,0.508640,0.500709,0.492383,0.486418,0.479849,0.472997,0.467279,0.460318,0.454227,0.448335,0.442378,0.437176,0.431368,0.427176,0.421537,0.416563,0.412328,0.408122,0.403564,0.399042,0.394492,0.390524,0.386837,0.382961,0.379857,0.376537,0.372894,0.368840,0.365431,0.360530,0.357332,0.353631,0.349113,0.346290,0.343039,0.339448,0.336314,0.334723,0.331244,0.328640,0.324518,0.320587,0.317753,0.315179,0.311117,0.307892,0.304286,0.300480,0.300027,0.297851,0.296517,0.296566,0.295932,0.293708,0.295966,0.297046,0.303990,0.305588,0.307819,7.539963,7.620677,7.719565,7.844133,7.939638,7.992401,7.969456,7.863479,7.704717,7.535940,7.407904,7.350718,7.329263,7.323077,7.330923,7.328621,7.320458,7.305824,7.278729,7.254693,7.219106,7.187794,7.158835,7.119361,7.084555,7.047799,7.007329,6.962039,6.925260,6.887643,6.867752,6.842876,6.819968,6.803902,6.786363,6.768761,6.750115,6.735078,6.717364,6.695272,6.675988,6.658777,6.596121,6.578928,6.552025,6.530168,6.504466,6.483026,6.461213,6.439292,6.420305,6.406299,6.392062,6.377565,6.369668,6.365216,6.360258,6.357144,6.350948,6.341998,6.334995,6.325735,6.316429,6.297732,6.295942,6.292777,6.288399,6.275352,6.271620,6.258206,6.242634,6.235380,6.214931,6.192448,6.174686,6.156965,6.128523,6.085502,6.064039,6.007649,5.985979,5.941812,5.889727,5.828742,5.781948,25.139610,26.725961,0
20250723,18.190556,2025-07-23T18:11:46,44.032275,10.036429,0.000000,0.000000,26.114300,26.786300,0.544400,0.768509,0.758525,0.769653,0.748907,0.742231,0.728814,0.714333,0.699201,0.682020,0.666903,0.654495,0.638164,0.628274,0.621060,0.608619,0.599695,0.589976,0.582006,0.571503,0.562815,0.554517,0.545837,0.537789,0.530750,0.522170,0.515256,0.508640,0.500709,0.492383,0.486418,0.479849,0.472997,0.467279,0.460318,0.454227,0.448335,0.442378,0.437176,0.431368,0.427176,0.421537,0.416563,0.412328,0.408122,0.403564,0.399042,0.394492,0.390524,0.386837,0.382961,0.379857,0.376537,0.372894,0.368840,0.365431,0.360530,0.357332,0.353631,0.349113,0.346290,0.343039,0.339448,0.336314,0.334723,0.331244,0.328640,0.324518,0.320587,0.317753,0.315179,0.311117,0.307892,0.304286,0.300480,0.300027,0.297851,0.296517,0.296566,0.295932,0.293708,0.295966,0.297046,0.303990,0.305588,0.307819,7.539963,7.620677,7.719565,7.844133,7.939638,7.992401,7.969456,7.863479,7.704717,7.535940,7.407904,7.350718,7.329263,7.323077,7.330923,7.328621,7.320458,7.305824,7.278729,7.254693,7.219106,7.187794,7.158835,7.119361,7.084555,7.047799,7.007329,6.962039,6.925260,6.887643,6.867752,6.842876,6.819968,6.803902,6.786363,6.768761,6.750115,6.735078,6.717364,6.695272,6.675988,6.658777,6.596121,6.578928,6.552025,6.530168,6.504466,6.483026,6.461213,6.439292,6.420305,6.406299,6.392062,6.377565,6.369668,6.365216,6.360258,6.357144,6.350948,6.341998,6.334995,6.325735,6.316429,6.297732,6.295942,6.292777,6.288399,6.275352,6.271620,6.258206,6.242634,6.235380,6.214931,6.192448,6.174686,6.156965,6.128523,6.085502,6.064039,6.007649,5.985979,5.941812,5.889727,5.828742,5.781948,25.139610,26.725961,0
20250723,18.191667,2025-07-23T18:11:50,44.032275,10.036429,0.000000,0.000000,26.113800,26.785800,0.544700,0.764082,0.763456,0.766944,0.748201,0.742916,0.728841,0.715222,0.697065,0.684063,0.666924,0.654394,0.638340,0.628710,0.620866,0.608304,0.600078,0.590017,0.581238,0.571359,0.562833,0.555059,0.545103,0.538342,0.529794,0.521936,0.515239,0.507828,0.500502,0.492357,0.487138,0.479350,0.472753,0.466985,0.460010,0.454187,0.447813,0.442696,0.436711,0.431848,0.426662,0.421478,0.416691,0.412618,0.407314,0.403694,0.398688,0.394749,0.390526,0.386397,0.383185,0.379704,0.376356,0.372504,0.368961,0.364331,0.360470,0.356944,0.353717,0.349233,0.345813,0.342710,0.339180,0.337092,0.334724,0.331244,0.328297,0.324966,0.320801,0.317980,0.314499,0.311535,0.307560,0.303526,0.302567,0.298210,0.298538,0.296072,0.295555,0.296559,0.296843,0.293961,0.300648,0.297959,0.309600,0.309565,7.297152,7.353464,7.454999,7.572359,7.665748,7.722436,7.697470,7.601300,7.440522,7.278052,7.154271,7.107358,7.077691,7.076932,7.087058,7.081853,7.072839,7.061882,7.041722,7.011632,6.985980,6.955705,6.921323,6.891512,6.853201,6.816548,6.779179,6.737920,6.705359,6.670426,6.645130,6.626475,6.603853,6.588353,6.574016,6.558177,6.544003,6.526589,6.507596,6.491626,6.472998,6.454099,6.432802,6.411430,6.384378,6.362624,6.339977,6.318215,6.297174,6.278292,6.262640,6.243020,6.231021,6.213251,6.210855,6.206203,6.204210,6.198199,6.193117,6.185921,6.180520,6.170949,6.162063,6.142714,6.142337,6.141431,6.130935,6.122038,6.114249,6.103914,6.092726,6.082777,6.057695,6.037900,6.024645,5.997425,5.969976,5.936366,5.892392,5.851554,5.813078,5.784387,5.716579,5.665733,5.643055,25.150069,26.729078,0
20250723,18.191667,2025-07-23T18:11:50,44.032275,10.036429,0.000000,0.000000,26.113800,26.785800,0.544700,0.764082,0.763456,0.766944,0.748201,0.742916,0.728841,0.715222,0.697065,0.684063,0.666924,0.654394,0.638340,0.628710,0.620866,0.608304,0.600078,0.590017,0.581238,0.571359,0.562833,0.555059,0.545103,0.538342,0.529794,0.521936,0.515239,0.507828,0.500502,0.492357,0.487138,0.479350,0.472753,0.466985,0.460010,0.454187,0.447813,0.442696,0.436711,0.431848,0.426662,0.421478,0.416691,0.412618,0.407314,0.403694,0.398688,0.394749,0.390526,0.386397,0.383185,0.379704,0.376356,0.372504,0.368961,0.364331,0.360470,0.356944,0.353717,0.349233,0.345813,0.342710,0.339180,0.337092,0.334724,0.331244,0.328297,0.324966,0.320801,0.317980,0.314499,0.311535,0.307560,0.303526,0.302567,0.298210,0.298538,0.296072,0.295555,0.296559,0.296843,0.293961,0.300648,0.297959,0.309600,0.309565,7.297152,7.353464,7.454999,7.572359,7.665748,7.722436,7.697470,7.601300,7.440522,7.278052,7.154271,7.107358,7.077691,7.076932,7.087058,7.081853,7.072839,7.061882,7.041722,7.011632,6.985980,6.955705,6.921323,6.891512,6.853201,6.816548,6.779179,6.737920,6.705359,6.670426,6.645130,6.626475,6.603853,6.588353,6.574016,6.558177,6.544003,6.526589,6.507596,6.491626,6.472998,6.454099,6.432802,6.411430,6.384378,6.362624,6.339977,6.318215,6.297174,6.278292,6.262640,6.243020,6.231021,6.213251,6.210855,6.206203,6.204210,6.198199,6.193117,6.185921,6.180520,6.170949,6.162063,6.142714,6.142337,6.141431,6.130935,6.122038,6.114249,6.103914,6.092726,6.082777,6.057695,6.037900,6.024645,5.997425,5.969976,5.936366,5.892392,5.851554,5.813078,5.784387,5.716579,5.665733,5.643055,25.150069,26.729078,0
20250723,18.192778,2025-07-23T18:11:54,44.032275,10.036429,0.000000,0.000000,26.114000,26.785900,0.543700,0.775241,0.761386,0.762841,0.754783,0.740160,0.729195,0.714176,0.699212,0.682514,0.666164,0.653169,0.639866,0.628416,0.619910,0.609776,0.599713,0.590595,0.581257,0.572020,0.562648,0.553998,0.546212,0.537615,0.530550,0.522369,0.515087,0.507870,0.500306,0.492745,0.486630,0.479677,0.472966,0.466460,0.460011,0.453878,0.448149,0.442212,0.436435,0.431849,0.426788,0.421946,0.417103,0.412201,0.407769,0.403500,0.399173,0.394396,0.390079,0.386904,0.383060,0.379860,0.376844,0.372504,0.368513,0.365015,0.360975,0.356975,0.353270,0.348931,0.345726,0.343254,0.339216,0.336448,0.334399,0.331467,0.328570,0.324346,0.321883,0.317249,0.314453,0.312258,0.307382,0.304542,0.302334,0.298984,0.297657,0.297439,0.294554,0.298199,0.294344,0.294047,0.300097,0.301305,0.305331,0.309646,7.334859,7.417721,7.529183,7.645321,7.743432,7.793988,7.773350,7.676159,7.521004,7.352682,7.229392,7.170579,7.154477,7.155604,7.155145,7.158027,7.150501,7.136062,7.117282,7.086907,7.057938,7.026153,6.994002,6.962464,6.924924,6.888235,6.846642,6.807174,6.771375,6.738014,6.717040,6.690450,6.668668,6.651098,6.635171,6.619252,6.601562,6.584485,6.567111,6.551363,6.531451,6.513342,6.452574,6.432759,6.409927,6.388083,6.360990,6.342149,6.318578,6.298162,6.281584,6.265918,6.256016,6.239634,6.233704,6.231093,6.227357,6.224545,6.219895,6.212458,6.205026,6.196524,6.191764,6.172583,6.177243,6.172672,6.164373,6.160638,6.148194,6.140505,6.121629,6.113875,6.096327,6.073717,6.057157,6.034746,5.999475,5.969760,5.929224,5.889818,5.853763,5.813384,5.758979,5.715402,5.687065,25.154253,26.729078,0
20250723,18.192778,2025-07-23T18:11:54,44.032275,10.036429,0.000000,0.000000,26.114000,26.785900,0.543700,0.775241,0.761386,0.762841,0.754783,0.740160,0.729195,0.714176,0.699212,0.682514,0.666164,0.653169,0.639866,0.628416,0.619910,0.609776,0.599713,0.590595,0.581257,0.572020,0.562648,0.553998,0.546212,0.537615,0.530550,0.522369,0.515087,0.507870,0.500306,0.492745,0.486630,0.479677,0.472966,0.466460,0.460011,0.453878,0.448149,0.442212,0.436435,0.431849,0.426788,0.421946,0.417103,0.412201,0.407769,0.403500,0.399173,0.394396,0.390079,0.386904,0.383060,0.379860,0.376844,0.372504,0.368513,0.365015,0.360975,0.356975,0.353270,0.348931,0.345726,0.343254,0.339216,0.336448,0.334399,0.331467,0.328570,0.324346,0.321883,0.317249,0.314453,0.312258,0.307382,0.304542,0.302334,0.298984,0.297657,0.297439,0.294554,0.298199,0.294344,0.294047,0.300097,0.301305,0.305331,0.309646,7.334859,7.417721,7.529183,7.645321,7.743432,7.793988,7.773350,7.676159,7.521004,7.352682,7.229392,7.170579,7.154477,7.155604,7.155145,7.158027,7.150501,7.136062,7.117282,7.086907,7.057938,7.026153,6.994002,6.962464,6.924924,6.888235,6.846642,6.807174,6.771375,6.738014,6.717040,6.690450,6.668668,6.651098,6.635171,6.619252,6.601562,6.584485,6.567111,6.551363,6.531451,6.513342,6.452574,6.432759,6.409927,6.388083,6.360990,6.342149,6.318578,6.298162,6.281584,6.265918,6.256016,6.239634,6.233704,6.231093,6.227357,6.224545,6.219895,6.212458,6.205026,6.196524,6.191764,6.172583,6.177243,6.172672,6.164373,6.160638,6.148194,6.140505,6.121629,6.113875,6.096327,6.073717,6.057157,6.034746,5.999475,5.969760,5.929224,5.889818,5.853763,5.813384,5.758979,5.715402,5.687065,25.154253,26.729078,0
20250723,18.193889,2025-07-23T18:11:58,44.032275,10.036429,0.000000,0.000000,26.113400,26.785700,0.543000,0.771661,0.758845,0.767680,0.750157,0.741476,0.728516,0.713772,0.698697,0.683030,0.666311,0.654477,0.640003,0.627676,0.620381,0.608429,0.599721,0.590119,0.580905,0.572006,0.561787,0.554339,0.545284,0.537964,0.529973,0.522180,0.514093,0.507270,0.501047,0.492415,0.486248,0.479994,0.472512,0.466772,0.460360,0.454083,0.447665,0.442158,0.436829,0.431246,0.426601,0.421787,0.416848,0.411685,0.407250,0.403207,0.399075,0.394554,0.389982,0.386806,0.382931,0.379578,0.376325,0.372261,0.368391,0.364539,0.360678,0.356794,0.353450,0.349027,0.345947,0.343005,0.338689,0.336556,0.333805,0.330916,0.328106,0.323984,0.320846,0.317801,0.313281,0.312157,0.307383,0.303626,0.301574,0.298345,0.298213,0.296602,0.293540,0.295419,0.296035,0.292509,0.299681,0.299852,0.307694,0.311391,7.264100,7.308114,7.426605,7.541247,7.631777,7.690833,7.668794,7.576718,7.419708,7.260067,7.151993,7.095204,7.075470,7.072569,7.073179,7.076684,7.074735,7.058635,7.038582,7.010893,6.983816,6.954960,6.921683,6.894646,6.859816,6.820382,6.782936,6.748247,6.706580,6.674555,6.647959,6.628334,6.605959,6.589141,6.573397,6.557726,6.541069,6.527029,6.508895,6.490656,6.470162,6.452423,6.398162,6.378429,6.350243,6.326894,6.305687,6.288870,6.268344,6.241314,6.221826,6.207439,6.197206,6.180553,6.175026,6.172704,6.167028,6.161871,6.161006,6.151825,6.142476,6.136313,6.127799,6.111386,6.110215,6.108844,6.104047,6.096661,6.086453,6.075019,6.059069,6.052296,6.036801,6.017641,5.994950,5.970370,5.945353,5.910290,5.869788,5.832381,5.802402,5.751765,5.707901,5.644947,5.606348,25.139610,26.735313,0
20250723,18.193889,2025-07-23T18:11:58,44.032275,10.036429,0.000000,0.000000,26.113400,26.785700,0.543000,0.771661,0.758845,0.767680,0.750157,0.741476,0.728516,0.713772,0.698697,0.683030,0.666311,0.654477,0.640003,0.627676,0.620381,0.608429,0.599721,0.590119,0.580905,0.572006,0.561787,0.554339,0.545284,0.537964,0.529973,0.522180,0.514093,0.507270,0.501047,0.492415,0.486248,0.479994,0.472512,0.466772,0.460360,0.454083,0.447665,0.442158,0.436829,0.431246,0.426601,0.421787,0.416848,0.411685,0.407250,0.403207,0.399075,0.394554,0.389982,0.386806,0.382931,0.379578,0.376325,0.372261,0.368391,0.364539,0.360678,0.356794,0.353450,0.349027,0.345947,0.343005,0.338689,0.336556,0.333805,0.330916,0.328106,0.323984,0.320846,0.317801,0.313281,0.312157,0.307383,0.303626,0.301574,0.298345,0.298213,0.296602,0.293540,0.295419,0.296035,0.292509,0.299681,0.299852,0.307694,0.311391,7.264100,7.308114,7.426605,7.541247,7.631777,7.690833,7.668794,7.576718,7.419708,7.260067,7.151993,7.095204,7.075470,7.072569,7.073179,7.076684,7.074735,7.058635,7.038582,7.010893,6.983816,6.954960,6.921683,6.894646,6.859816,6.820382,6.782936,6.748247,6.706580,6.674555,6.647959,6.628334,6.605959,6.589141,6.573397,6.557726,6.541069,6.527029,6.508895,6.490656,6.470162,6.452423,6.398162,6.378429,6.350243,6.326894,6.305687,6.288870,6.268344,6.241314,6.221826,6.207439,6.197206,6.180553,6.175026,6.172704,6.167028,6.161871,6.161006,6.151825,6.142476,6.136313,6.127799,6.111386,6.110215,6.108844,6.104047,6.096661,6.086453,6.075019,6.059069,6.052296,6.036801,6.017641,5.994950,5.970370,5.945353,5.910290,5.869788,5.832381,5.802402,5.751765,5.707901,5.644947,5.606348,25.139610,26.735313,0
20250723,18.195000,2025-07-23T18:12:02,44.032275,10.036429,0.000000,0.000000,26.113500,26.785400,0.543600,0.760157,0.765461,0.768172,0.749994,0.744124,0.729802,0.716968,0.697231,0.684647,0.668361,0.655796,0.638993,0.629321,0.621348,0.608988,0.600849,0.590803,0.582034,0.571870,0.563177,0.555244,0.546037,0.538359,0.530780,0.522192,0.515458,0.508437,0.501484,0.493102,0.487363,0.479912,0.472775,0.467757,0.460346,0.454400,0.447937,0.443134,0.436636,0.432272,0.427517,0.421978,0.417578,0.412332,0.408320,0.403534,0.399301,0.394878,0.391229,0.387376,0.383247,0.380568,0.377026,0.372987,0.369800,0.365194,0.361690,0.357186,0.354378,0.350002,0.345793,0.343708,0.339940,0.337298,0.335115,0.331545,0.329105,0.324765,0.320541,0.318615,0.315281,0.311636,0.308224,0.303934,0.302799,0.300122,0.296893,0.298361,0.297092,0.295935,0.297264,0.296054,0.296910,0.302997,0.303715,0.310837,7.452919,7.524826,7.643158,7.760809,7.859538,7.914566,7.883025,7.785542,7.619555,7.461265,7.340120,7.272882,7.261603,7.259711,7.259671,7.260904,7.250118,7.232787,7.211284,7.181323,7.149077,7.123589,7.085987,7.050790,7.014157,6.973442,6.935278,6.889994,6.854932,6.819702,6.796497,6.772272,6.753209,6.731515,6.712389,6.697710,6.681575,6.663170,6.646301,6.625985,6.606981,6.587982,6.576364,6.553784,6.531415,6.505026,6.480309,6.460294,6.433651,6.414359,6.394598,6.380618,6.365152,6.353729,6.344158,6.339482,6.335170,6.330579,6.330346,6.317283,6.309158,6.297080,6.291913,6.272258,6.269447,6.267671,6.260482,6.250279,6.241360,6.230223,6.214559,6.208753,6.182566,6.165018,6.149403,6.125338,6.095580,6.056598,6.021871,5.983241,5.948139,5.901603,5.853247,5.803440,5.771094,25.158436,26.735313,0
20250723,18.195000,2025-07-23T18:12:02,44.032275,10.036429,0.000000,0.000000,26.113500,26.785400,0.543600,0.760157,0.765461,0.768172,0.749994,0.744124,0.729802,0.716968,0.697231,0.684647,0.668361,0.655796,0.638993,0.629321,0.621348,0.608988,0.600849,0.590803,0.582034,0.571870,0.563177,0.555244,0.546037,0.538359,0.530780,0.522192,0.515458,0.508437,0.501484,0.493102,0.487363,0.479912,0.472775,0.467757,0.460346,0.454400,0.447937,0.443134,0.436636,0.432272,0.427517,0.421978,0.417578,0.412332,0.408320,0.403534,0.399301,0.394878,0.391229,0.387376,0.383247,0.380568,0.377026,0.372987,0.369800,0.365194,0.361690,0.357186,0.354378,0.350002,0.345793,0.343708,0.339940,0.337298,0.335115,0.331545,0.329105,0.324765,0.320541,0.318615,0.315281,0.311636,0.308224,0.303934,0.302799,0.300122,0.296893,0.298361,0.297092,0.295935,0.297264,0.296054,0.296910,0.302997,0.303715,0.310837,7.452919,7.524826,7.643158,7.760809,7.859538,7.914566,7.883025,7.785542,7.619555,7.461265,7.340120,7.272882,7.261603,7.259711,7.259671,7.260904,7.250118,7.232787,7.211284,7.181323,7.149077,7.123589,7.085987,7.050790,7.014157,6.973442,6.935278,6.889994,6.854932,6.819702,6.796497,6.772272,6.753209,6.731515,6.712389,6.697710,6.681575,6.663170,6.646301,6.625985,6.606981,6.587982,6.576364,6.553784,6.531415,6.505026,6.480309,6.460294,6.433651,6.414359,6.394598,6.380618,6.365152,6.353729,6.344158,6.339482,6.335170,6.330579,6.330346,6.317283,6.309158,6.297080,6.291913,6.272258,6.269447,6.267671,6.260482,6.250279,6.241360,6.230223,6.214559,6.208753,6.182566,6.165018,6.149403,6.125338,6.095580,6.056598,6.021871,5.983241,5.948139,5.901603,5.853247,5.803440,5.771094,25.158436,26.735313,0
20250723,18.196111,2025-07-23T18:12:06,44.032275,10.036430,0.000000,0.000000,26.112800,26.785700,0.544200,0.759332,0.765750,0.768152,0.749559,0.744458,0.729658,0.716271,0.697279,0.683773,0.668408,0.656502,0.637864,0.630627,0.620659,0.608859,0.600564,0.591266,0.582520,0.571855,0.564373,0.554883,0.546380,0.539112,0.531129,0.522728,0.516036,0.508380,0.501039,0.493631,0.487496,0.479821,0.473513,0.468053,0.460907,0.454498,0.448822,0.443617,0.436434,0.432815,0.427973,0.422101,0.417672,0.412713,0.408380,0.404279,0.399884,0.395198,0.391131,0.387062,0.383872,0.381031,0.376937,0.373137,0.369470,0.365787,0.361511,0.357747,0.354197,0.349936,0.346755,0.343674,0.339670,0.337226,0.334826,0.331795,0.328749,0.325242,0.321747,0.318123,0.314549,0.312005,0.309066,0.304897,0.302616,0.299029,0.298214,0.297496,0.294064,0.297085,0.295529,0.295968,0.297048,0.303394,0.303456,0.306073,7.190584,7.271095,7.372046,7.490373,7.583205,7.634460,7.616154,7.523174,7.373748,7.203435,7.094499,7.034101,7.013719,7.018665,7.022662,7.021774,7.011894,7.001110,6.982224,6.952153,6.925542,6.898151,6.864038,6.832155,6.799379,6.761173,6.724058,6.682033,6.654174,6.617580,6.593004,6.573853,6.550474,6.535311,6.518547,6.504321,6.490321,6.475169,6.455746,6.439031,6.422823,6.404269,6.372198,6.350710,6.330746,6.304164,6.280781,6.260974,6.242260,6.219016,6.200700,6.189340,6.175608,6.161159,6.157057,6.152037,6.149211,6.144892,6.140697,6.132655,6.124167,6.115017,6.110512,6.090721,6.089661,6.087711,6.081401,6.072285,6.061232,6.051633,6.038631,6.025157,6.003872,5.983468,5.973988,5.949577,5.911245,5.877441,5.847287,5.801066,5.765660,5.727069,5.672442,5.621271,5.576581,25.152161,26.730637,0
20250723,18.196111,2025-07-23T18:12:06,44.032275,10.036430,0.000000,0.000000,26.112800,26.785700,0.544200,0.759332,0.765750,0.768152,0.749559,0.744458,0.729658,0.716271,0.697279,0.683773,0.668408,0.656502,0.637864,0.630627,0.620659,0.608859,0.600564,0.591266,0.582520,0.571855,0.564373,0.554883,0.546380,0.539112,0.531129,0.522728,0.516036,0.508380,0.501039,0.493631,0.487496,0.479821,0.473513,0.468053,0.460907,0.454498,0.448822,0.443617,0.436434,0.432815,0.427973,0.422101,0.417672,0.412713,0.408380,0.404279,0.399884,0.395198,0.391131,0.387062,0.383872,0.381031,0.376937,0.373137,0.369470,0.365787,0.361511,0.357747,0.354197,0.349936,0.346755,0.343674,0.339670,0.337226,0.334826,0.331795,0.328749,0.325242,0.321747,0.318123,0.314549,0.312005,0.309066,0.304897,0.302616,0.299029,0.298214,0.297496,0.294064,0.297085,0.295529,0.295968,0.297048,0.303394,0.303456,0.306073,7.190584,7.271095,7.372046,7.490373,7.583205,7.634460,7.616154,7.523174,7.373748,7.203435,7.094499,7.034101,7.013719,7.018665,7.022662,7.021774,7.011894,7.001110,6.982224,6.952153,6.925542,6.898151,6.864038,6.832155,6.799379,6.761173,6.724058,6.682033,6.654174,6.617580,6.593004,6.573853,6.550474,6.535311,6.518547,6.504321,6.490321,6.475169,6.455746,6.439031,6.422823,6.404269,6.372198,6.350710,6.330746,6.304164,6.280781,6.260974,6.242260,6.219016,6.200700,6.189340,6.175608,6.161159,6.157057,6.152037,6.149211,6.144892,6.140697,6.132655,6.124167,6.115017,6.110512,6.090721,6.089661,6.087711,6.081401,6.072285,6.061232,6.051633,6.038631,6.025157,6.003872,5.983468,5.973988,5.949577,5.911245,5.877441,5.847287,5.801066,5.765660,5.727069,5.672442,5.621271,5.576581,25.152161,26.730637,0
